Number;Name;Provider;Tag;Channel File Name;Service File Name;Service Type;picon
1208;EinsPlus;ARD;SDTV;eb0239af9ed63c1c9078ab7439f0de7b;9b27e4c5e52ded715603b648054edfcd;1;picon://1_0_1_7033_41B_1_C00000_0_0_0.png
1209;Einsfestival;ARD;SDTV;d6db4c95d85925e235b2f9c2649f03c4;a8a91c6643e5058d9e801a5ccbb446eb;1;picon://1_0_1_7032_41B_1_C00000_0_0_0.png
1210;arte;ARD;SDTV;3e2d11475d3c326f8131787f52141111;624d237dfdf15b30559262a25f27dd42;1;**ERROR** Icon not Found.
1212;PHOENIX;ARD;SDTV;1b567ae175f7bc063f2f231adcb33886;9485049298ad3a0a17e89d0691619cac;1;picon://1_0_1_7035_41B_1_C00000_0_0_0.png
1213;3sat;ZDFvision;SDTV;d0b73b0f4356450fed81f5a05a734668;a66d6ede66aa677d9d630f25c46adb3a;1;picon://1_0_1_6D67_437_1_C00000_0_0_0.png
1214;zdf_neo;ZDFvision;SDTV;8e37a9521b5ca0b2932a780e53ebf13f;d4a7da2b7cab7dbe3d71e461dac066c7;1;picon://1_0_1_6D6E_437_1_C00000_0_0_0.png
1215;ZDFinfo;ZDFvision;SDTV;4e11ac8fa26c4d8dbc39df7b9d06b694;d2c745b6e4598c9469940bc30def46dc;1;picon://1_0_1_6D6B_437_1_C00000_0_0_0.png
1216;zdf.kultur;ZDFvision;SDTV;1a300ae8c88f26952eb7384620724d6c;d5f9934c6fb38761db3c8aa60bcf3d31;1;picon://1_0_1_6D70_437_1_C00000_0_0_0.png
1301;KiKA;ZDFvision;SDTV;fe79d617b414be5a443d5b58965323e9;78e4be9ce735ec520ff6cf3fca5c5fa1;1;picon://1_0_1_6D68_437_1_C00000_0_0_0.png
1303;Disney Channel;BetaDigital;SDTV;289dc566eb252e6efdb8b7f6fafcdc6b;c4d73112862893b223d52642790e8afc;1;picon://1_0_1_701_5_85_C00000_0_0_0.png
1351;Disney Junior;SKY;SDTV;3d4a3f0bfd1327948679c62b50c02bf9;4e6cd3b397ec84f33062cfefd8c84438;22;picon://1_0_16_1A_3_85_C00000_0_0_0.png
2001;Bayern 1;ARD BR;Radio;03b054a6f48e676062628d5661fb9081;f085994f3c1c4f7f017659a7622bbc5e;2;picon://1_0_2_6EF0_445_1_C00000_0_0_0.png
2002;Bayern 2;ARD BR;Radio;639fcdf2f30e4da9763bedee1e2b3a5a;9c653ddcc4f70738cd1ebc6b60a59e68;2;picon://1_0_2_6EF1_445_1_C00000_0_0_0.png
2003;BAYERN 3;ARD BR;Radio;263579124448702a57b9b98b1c47320f;efd6b7fcf5b70f443324292b6e6c8cfa;2;picon://1_0_2_6EF2_445_1_C00000_0_0_0.png
2004;BAYERN plus;ARD BR;Radio;55880545a1826b88ef7c700a68ee2a2d;47420ca69c6f1c5d91539b7521090dee;2;picon://1_0_2_6EF5_445_1_C00000_0_0_0.png
2005;B5 aktuell;ARD BR;Radio;486a4d33c65f6fb16d2e10ab3094400a;4f5ba832d639242d76f66c00817ec1a9;2;picon://1_0_2_6EF4_445_1_C00000_0_0_0.png
2006;B5 plus;ARD BR;Radio;8cae33901cf7f6886bb8a883c97bad61;5492b2ff926ea24316d7bcaf0b30db44;2;picon://1_0_2_6EF8_445_1_C00000_0_0_0.png
2007;BR Heimat;ARD BR;Radio;5f7b37fb1c6f909f93c131e5c8437c4d;f0347efe00b7ca07d860f374ea9b59c3;2;picon://1_0_2_6EF7_445_1_C00000_0_0_0.png
2008;BR-KLASSIK;ARD BR;Radio;cf509e0fc61afd5b65dcdfc0870c6677;d579482149e7ceff32b3009de3722464;2;picon://1_0_2_6EF3_445_1_C00000_0_0_0.png
2009;PULS;ARD BR;Radio;2c8714959f35fe83b8fc3ff9394366de;4545aaea5ddb3b001da3dd22a84f65ef;2;picon://1_0_2_6EF6_445_1_C00000_0_0_0.png
2010;ANTENNE BAYERN;BetaDigital;Radio;8bddb39468f5c456c781d687cd8d808d;ee4e603cddbfe5c7068d5b308e556748;2;picon://1_0_2_AA_7_85_C00000_0_0_0.png
2011;ROCK ANTENNE;BetaDigital;Radio;165c2367b7aebf08f13df431a0bcefdf;380ff69bb201ac85f2383cfb84de5318;2;picon://1_0_2_A0_7_85_C00000_0_0_0.png
2012;JAM FM;BetaDigital;Radio;c5e3b010e396c314535e7f1a0a7550a3;be024091dc3f6549422b417946e6da2e;2;picon://1_0_2_B1_5_85_C00000_0_0_0.png
2013;Life Channel CH;BetaDigital;Radio;bcf5a883fc2f8843d8f2191326a4779b;ff11768eadc7a88592b706b51b545731;2;picon://1_0_2_A3_7_85_C00000_0_0_0.png
2014;sunshine live;BetaDigital;Radio;5b0c69f22a4ac86cca82e6bcd27507a1;bae2808eeba969f09b8efdfa56f4d3b4;2;**ERROR** Icon not Found.
2015;ERF Plus;BetaDigital;Radio;d068681755eb3477f4c128c9fa28cac2;5788ab08700ac439be97561fcf423a87;2;picon://1_0_2_A1_7_85_C00000_0_0_0.png
2016;ERF Pop;BetaDigital;Radio;3e3b7a06d983995c6b5dc98324cf6981;e47f50716318b052e0467987e4ef3f4e;2;picon://1_0_2_A2_7_85_C00000_0_0_0.png
2017;N-JOY;ARD NDR;Radio;fc0ff0cf11b88abd7e32db105621f55b;6ac4a7421aa3b543b94a01c4470dd1bb;2;picon://1_0_2_6F18_445_1_C00000_0_0_0.png
2018;NDR Info;ARD NDR;Radio;1dfe3ce70e207fc46763657030623939;1173117d92494d95ab8dd1a5dc69ee1c;2;picon://1_0_2_6F17_445_1_C00000_0_0_0.png
2019;NDR Info Spez.;ARD NDR;Radio;247c0d3adc975bf3c8b3f374baed0585;082499072204fabe03054b8fefc79815;2;picon://1_0_2_6F1D_445_1_C00000_0_0_0.png
2020;NDR 1 Radio MV;ARD NDR;Radio;51b736e38bdea8f4aa695a0784d31c5d;08133ec8f4462d0f8ea227023bee585a;2;picon://1_0_2_6F1B_445_1_C00000_0_0_0.png
2021;NDR1WelleNord;ARD NDR;Radio;66a90450b74a34a6c68d57a4b7448e61;f132ac424863406363f47d9ab9e2215b;2;picon://1_0_2_6F1A_445_1_C00000_0_0_0.png
2022;NDR 1 Nieders.;ARD NDR;Radio;8264b27216a284ea8cbd6de90f335c0e;83e8910280bdfd32ccedd21ae36eb90f;2;picon://1_0_2_6F1C_445_1_C00000_0_0_0.png
2023;NDR 90,3;ARD NDR;Radio;8508fe9fd29b45550e580e0b76f62e5f;36f4844e0685cbef538e1b07464a8ddb;2;picon://1_0_2_6F19_445_1_C00000_0_0_0.png
2024;NDR 2;ARD NDR;Radio;b62d1280db48c97ef9be0e440e4ce060;de8557b499f0c8865a9939b89752423b;2;picon://1_0_2_6F15_445_1_C00000_0_0_0.png
2025;NDR Blue;ARD NDR;Radio;d97e29ab5667aac14b84d19d9e406a31;e213990fd0a0139b51d09aa87eb78019;2;picon://1_0_2_6F1E_445_1_C00000_0_0_0.png
2026;NDR Kultur;ARD NDR;Radio;fffbf4fce030ebd1a848236d9abf299b;7f292cf6c928c8409f3074ab4a1898b1;2;picon://1_0_2_6F16_445_1_C00000_0_0_0.png
2027;Bremen Eins;ARD RB;Radio;930cad2ab20efd6a7d5bff5d8cfde5a9;043d820be3f9922e9300e1582944f912;2;picon://1_0_2_6F20_445_1_C00000_0_0_0.png
2028;Bremen Vier;ARD RB;Radio;9a1ba1b648feaac9087a8da48bcae381;837c2f8e8b00c8ef1a642b59544d81ad;2;picon://1_0_2_6F22_445_1_C00000_0_0_0.png
2029;Nordwestradio;ARD RB;Radio;df8fa1840734395b1552e347b11c3fd9;575ec866610f3acb0e6a8cb577cc6808;2;picon://1_0_2_6F21_445_1_C00000_0_0_0.png
2030;Inforadio;ARD rbb;Radio;1be8c5a10999ab446d59dcf1fbd0e1d8;35652238e5aa4a2b26b941919d12eb60;2;picon://1_0_2_6F24_445_1_C00000_0_0_0.png
2031;radioeins;ARD rbb;Radio;a9e3e677c26747326356503ff6f6f9ea;afad07ed164b3e27dd6240787348befe;2;picon://1_0_2_6F28_445_1_C00000_0_0_0.png
2032;Antenne Brandenburg;ARD rbb;Radio;b01a0fb618a7aa14c498c5af33c506e8;d8ef9cb9364e15922b3d2bdb900c0b97;2;picon://1_0_2_6F26_445_1_C00000_0_0_0.png
2033;radioBERLIN 88,8;ARD rbb;Radio;b1a63133748a8f046596912d38421d34;ca0692f76ef68b3b64da7a7c8858473e;2;picon://1_0_2_6F27_445_1_C00000_0_0_0.png
2034;Kulturradio;ARD rbb;Radio;bc670d168a083ea6884b157493dfd2d1;c015139380f6e0fc1a41167b5245bd41;2;picon://1_0_2_6F25_445_1_C00000_0_0_0.png
2035;Fritz;ARD rbb;Radio;36129f0c4e89ddacbc2f56764c861398;be3e0dae50ede44e28a1d9c8ebcc78f1;2;picon://1_0_2_6F29_445_1_C00000_0_0_0.png
2036;SR 2 KulturRadio;ARD SR;Radio;a8df8e54eef8242e3ad06426c366c205;8ae2574e78e905fc54c413b26a6414df;2;picon://1_0_2_6F2E_445_1_C00000_0_0_0.png
2037;SR 3 Saarlandwelle;ARD SR;Radio;b2b24ff0ddb6b8b62f158c84a87a65fb;0a06fd4b33086c02a6f26d64bcf1b092;2;picon://1_0_2_6F2F_445_1_C00000_0_0_0.png
2038;SR 1 Europawelle;ARD SR;Radio;cad14045aef0ddcb7c97c3d0477ac6ae;16c861a8a6fa7fc54f4d5f4636b663c6;2;picon://1_0_2_6F2D_445_1_C00000_0_0_0.png
2039;DASDING;ARD SWR;Radio;44b1136b62cc990a4fee5bfbb0f662d1;4b74006caaf3c324a62b6ec8b78b4971;2;picon://1_0_2_6F37_445_1_C00000_0_0_0.png
2040;SWR4 BW;ARD SWR;Radio;0108b145f609cad1136ba8c7de2451e4;932635aef039414051cd99b8374abc93;2;picon://1_0_2_6F35_445_1_C00000_0_0_0.png
2041;SWR1 BW;ARD SWR;Radio;6470b825a35890253df0962b48061d1e;f4da8b0ed8e3f8ff97c2d724b7630b7b;2;picon://1_0_2_6F31_445_1_C00000_0_0_0.png
2042;SWR1 RP;ARD SWR;Radio;7411a85089c761e999225cc061a4d9d0;0f2ee116d6ffe24e6aa4c5301d553eaf;2;picon://1_0_2_6F32_445_1_C00000_0_0_0.png
2043;SWRinfo;ARD SWR;Radio;942fc62051924ff3dc3a8cf5cd73c1f4;60682c2ce132927a43ca3c9eee04b74c;2;picon://1_0_2_6F38_445_1_C00000_0_0_0.png
2044;SWR2;ARD SWR;Radio;9d8125b95508c3be98959b6ea501f1ae;1affe810ee2dea75849afa060865b552;2;picon://1_0_2_6F33_445_1_C00000_0_0_0.png
2045;SWR3;ARD SWR;Radio;a0d7ad20367d9bdc009fa323a97b0609;06e2f3b9cf85dbf5a4b02441dc7b3899;2;picon://1_0_2_6F34_445_1_C00000_0_0_0.png
2046;SWR4 RP;ARD SWR;Radio;a4a24cdfcd3cc7c4f41500d3fce8c393;1c9866dc8034605057e50f2b0e4ebeea;2;picon://1_0_2_6F36_445_1_C00000_0_0_0.png
2047;1LIVE;ARD WDR;Radio;264333c92e4f621c6723b66690943e9e;fef1a6792e4ea11a05ad426c03d3f057;2;picon://1_0_2_6F3B_445_1_C00000_0_0_0.png
2048;WDR Funkhaus Europa;ARD WDR;Radio;1691048aab55326d94b90dd39239ddc6;3e9dfe444e8f51dfac07d1798d6db7aa;2;picon://1_0_2_6F40_445_1_C00000_0_0_0.png
2049;WDR Event;ARD WDR;Radio;1cb244bf102c24b85eb85f12fa1c13b2;44bc11e8c9d9745f0e7ec4a8b90690b0;2;picon://1_0_2_6F43_445_1_C00000_0_0_0.png
2050;WDR 2;ARD WDR;Radio;3a4b8d70723ae64643aaf34f8d65768a;3676bf7f9a16d6ba6f5d27b430f8f9cb;2;picon://1_0_2_6F3C_445_1_C00000_0_0_0.png
2051;WDR 3;ARD WDR;Radio;7b478261023954ed0246c617baf0febe;8d14a5f13bd7639597fdcfaebd99ead7;2;picon://1_0_2_6F3D_445_1_C00000_0_0_0.png
2052;WDR 5;ARD WDR;Radio;80687d9d6fd0820626c31191813864f9;2fe9011521265d5188cd11bdc6e4f4bf;2;picon://1_0_2_6F3F_445_1_C00000_0_0_0.png
2053;WDR 4;ARD WDR;Radio;c9ce1e7d188700c26a7bd632a53be68d;a2574c69c3a853d006d67c54bc703612;2;picon://1_0_2_6F3E_445_1_C00000_0_0_0.png
2054;KIRAKA;ARD WDR;Radio;f1f4556e6c5271974cf6bdc901ea4797;d3c0f0e80ddaa37474e42ce09adc0286;2;picon://1_0_2_6F42_445_1_C00000_0_0_0.png
2055;1LIVE diGGi;ARD WDR;Radio;c63991aa8f4a96792d272637c6638979;ab5717c0ac49a3c8f47e8196a724ca56;2;picon://1_0_2_6F41_445_1_C00000_0_0_0.png
2056;MDR KLASSIK;ARD MDR;Radio;025ff3818446cb5a4254df3da1214479;572c61124f7b84ea23b0506da98408d2;2;picon://1_0_2_6F13_445_1_C00000_0_0_0.png
2057;MDR INFO;ARD MDR;Radio;22eacaf28929dde2b37637d46414ecf1;010cf883bfe2c3b38fb6d4dd435a5a81;2;picon://1_0_2_6F12_445_1_C00000_0_0_0.png
2058;MDR1 SACHSEN;ARD MDR;Radio;2defdccabeefafad4df04af2ad207fa9;2ed9c79e2dab19b455c90fe61fbe09ec;2;picon://1_0_2_6F0C_445_1_C00000_0_0_0.png
2059;MDR JUMP;ARD MDR;Radio;448fc0db25647048d203a21da156bc7d;e5e86f4eadb5c37bbaf991276e7d9960;2;picon://1_0_2_6F10_445_1_C00000_0_0_0.png
2060;MDR FIGARO;ARD MDR;Radio;64056f4f219303328e91eb17855f510d;5b74be4f4cd55d53e2f900b7bf720bb5;2;picon://1_0_2_6F0F_445_1_C00000_0_0_0.png
2061;MDR THÜRINGEN;ARD MDR;Radio;7c56c299d3d2b1f6c40544944e074953;bf7c9dabee16c2eb8ea93937010545fe;2;picon://1_0_2_6F0E_445_1_C00000_0_0_0.png
2062;MDR S-ANHALT;ARD MDR;Radio;a5f7eb0df379048a0c543233ebe3ef94;12d002a59438e740db6cdc3964d7f0c6;2;picon://1_0_2_6F0D_445_1_C00000_0_0_0.png
2063;MDR SPUTNIK;ARD MDR;Radio;c09a7039151bf364808487615175d4bb;f7b4783703d0fabc3d902206e2d68315;2;picon://1_0_2_6F11_445_1_C00000_0_0_0.png
2064;hr1;ARD HR;Radio;34dcb7420f2c17b79732b471032bfcd9;48575965b9af7864f6e0d92b124f1d0e;2;picon://1_0_2_6F03_445_1_C00000_0_0_0.png
2065;hr4;ARD HR;Radio;5fd2c1033a7ada8a62275325addfb26a;5304ae2f7ad25db39fa633d296bdd44e;2;picon://1_0_2_6F06_445_1_C00000_0_0_0.png
2066;hr-iNFO;ARD HR;Radio;7337a921fd43d195e854d00c7f4f73fb;534bfb165bba3337ec15c37712cc0132;2;picon://1_0_2_6F08_445_1_C00000_0_0_0.png
2067;hr3;ARD HR;Radio;9c5c08b764512afde6f5d448c08dcf37;a0405c7a26ce0b8d411f4ad983b2d443;2;picon://1_0_2_6F05_445_1_C00000_0_0_0.png
2068;hr2;ARD HR;Radio;d2f9332b1a53a91595fef52c5fbb16d7;9c0f4e62be2fccf608954e115c283b10;2;picon://1_0_2_6F04_445_1_C00000_0_0_0.png
2069;YOU FM;ARD HR;Radio;2700e6b9dc7b59bc7cfded0686c0b7e2;7e14832b8b6124d6265c171de17ce9c5;2;picon://1_0_2_6F07_445_1_C00000_0_0_0.png
2070;DRadio DokDeb;ZDFvision;Radio;7d7f793cd94fc69f75da3f9632a2fe40;daec2097f05911b181c8b3aeefefcf36;2;picon://1_0_2_6D6F_437_1_C00000_0_0_0.png
2071;DRadio Wissen;ZDFvision;Radio;cb66176888d661cbca46fb616d84cb8f;82cc8ca0ac2b6081e39fbf594589082d;2;picon://1_0_2_6D71_437_1_C00000_0_0_0.png
2072;DKULTUR;ZDFvision;Radio;f287304226912604e1ff338fdc0ff54a;1cc106e771b3bc9562548f29c849b0a3;2;picon://1_0_2_6D6C_437_1_C00000_0_0_0.png
2073;DLF;ZDFvision;Radio;f536a6782be9c63a3aedde93c46093aa;594eb9ca37947e5bb750fecc7591330b;2;picon://1_0_2_6D6D_437_1_C00000_0_0_0.png
2074;harmony.fm;MEDIA BROADCAST;Radio;a9c89a61b6fb1df874fa44e9d64fb55d;04f2b027acaec495a5f74ab08ce943ad;2;**ERROR** Icon not Found.
2075;planet radio;MEDIA BROADCAST;Radio;ae51fd341f1d6398b4293df5175c3b9f;0bc277576d008d864169e7270a8d82c0;2;**ERROR** Icon not Found.
2076;HIT RADIO FFH;MEDIA BROADCAST;Radio;83243230bc2adb9009564321efe7d7e4;61fec063fcf65c92ecc3fd449a7cb14a;2;picon://1_0_2_3174_459_1_C00000_0_0_0.png
2101;OE1;ORF;Radio;2d592cebb3bb25a9642e70271206ca91;3fd95bda0241180a9bb763c2fd592716;2;picon://1_0_2_3341_45B_1_C00000_0_0_0.png
2102;OE2 S;ORF;Radio;9954d31127fbfec827d30fd3b500aff3;eabc452a6ab211f583ed3937c7939977;2;picon://1_0_2_3347_45B_1_C00000_0_0_0.png
2103;OE3;ORF;Radio;0e32ee6c305d56b8412334070a7ee5a7;da3f2186ffdfc889d399a005999f0e61;2;picon://1_0_2_334D_45B_1_C00000_0_0_0.png
2104;FM4;ORF;Radio;b2bbd7e02e8239a41d4a5d8cd4e5b645;8f32f23e97989ba0d5ecc2bd60f981d1;2;picon://1_0_2_334E_45B_1_C00000_0_0_0.png
3001;HSE24 HD;BetaDigital;HDTV;24284bbf24afde2bdcd38364cda9187a;052fed82202e5608334d8857fb7259f7;25;picon://1_0_19_5270_41D_1_C00000_0_0_0.png
3002;pearl.tv HD Shop;BetaDigital;HDTV;25b8d19289f3dcd1487b16ce319a9f3f;3e7848b2369cde23f6daa08587883b69;25;picon://1_0_19_151C_455_1_C00000_0_0_0.png
3003;sonnenklar.TV HD;BetaDigital;HDTV;265ffcb20ad7c2a0321f4f2f38d457bd;c16c5ef00166761ff87835d0e4ab29fb;25;picon://1_0_19_1518_455_1_C00000_0_0_0.png
3004;Juwelo HD;BetaDigital;HDTV;3093a7ccd9900e91b6060cd08627fbda;fc1fc86c86010a791a66e52a99a476b3;25;picon://1_0_19_151B_455_1_C00000_0_0_0.png
3005;QVC HD;BetaDigital;HDTV;352164bd3a31556f30782906101a21dc;306fd4ad69396d04771514ecdf2ea875;25;picon://1_0_19_526F_41D_1_C00000_0_0_0.png
3006;QVC PLUS HD;BetaDigital;HDTV;4805ae134c36429cd5854f8b328f3b34;13003f6f19a439da17197d9b92eb02be;25;picon://1_0_19_1580_41F_1_C00000_0_0_0.png
3007;HSE24 EXTRA HD;BetaDigital;HDTV;6c0356cb38845d21dba6607703f6445d;5173aa057845d6b095609d0f1f690ff9;25;picon://1_0_19_157D_41F_1_C00000_0_0_0.png
3008;1-2-3.tv HD;BetaDigital;HDTV;e5ae5aa2f63a9d2ea94766f7ba682afe;0c99c71cd52aced784e0057eaa10f30e;25;picon://1_0_19_157E_41F_1_C00000_0_0_0.png
3009;QVC BEAUTY & STYLE HD;BetaDigital;HDTV;515c48829ae46ac1d0ef0b51a569af42;a717626a8282174a8ba69e02caeba39b;25;picon://1_0_19_2779_409_1_C00000_0_0_0.png
3010;Channel21;BetaDigital;SDTV;20cd2d7ca458f239747316239cf8e205;f924bb109a4ef39d68f830940e3d34ed;1;picon://1_0_1_301_7_85_C00000_0_0_0.png
3011;QVC BEAUTY&STYLE;BetaDigital;SDTV;28ff1e170aa576d8bb995f632e886c7f;7d2a1be658e545f9089f404838ac0928;1;picon://1_0_1_40_5_85_C00000_0_0_0.png
3012;meinTVshop;BetaDigital;SDTV;3633958dd53ed6385d096b6c6f11435a;f759b962e5482fc6dbecefd2a6c77a27;1;**ERROR** Icon not Found.
3013;HSE24;BetaDigital;SDTV;45f9f094d650ea465a8f6b3e9ee1f848;3e8a5db25761cedf1fa6485d0649833c;1;picon://1_0_1_28_21_85_C00000_0_0_0.png
3014;1-2-3.tv;BetaDigital;SDTV;b35b3af61759d666a9a6757d3b878a63;bd468eb8ff7f93532243f5a25ff10ccc;1;picon://1_0_1_296_5_85_C00000_0_0_0.png
3015;pearl.tv Shop;BetaDigital;SDTV;bbd589a006e18102600955c8d8ec0b6d;8c9dc5fe48e223ae1a9ac1093d886742;1;picon://1_0_1_2FD_7_85_C00000_0_0_0.png
3016;Sonnenklar TV;BetaDigital;SDTV;c2a3116e279764d21b4952d0ec5da8c4;6f6da6bf08b59088b3ffd39df80dd2ec;1;picon://1_0_1_20_21_85_C00000_0_0_0.png
3017;HSE24 TREND;BetaDigital;SDTV;ee15f1bae1680b507b148d2a40f62187;45bac77145579aa329e5e4a27e5cb0a0;1;picon://1_0_1_4D_21_85_C00000_0_0_0.png
3018;QVC;BetaDigital;SDTV;f7bc5da2770ca22634b6eac845a58b77;525d9b6edd9fd7ddf9689d079a9a7ec5;1;picon://1_0_1_702_5_85_C00000_0_0_0.png
4001;NDR FS MV HD;ARD;HDTV;28e26f2caf7124146c30d0f00ba98037;c94a4c4a5a27811efe9142d51c8d7d20;25;picon://1_0_19_2858_401_1_C00000_0_0_0.png
4002;WDR HD Essen;ARD;HDTV;328c5b0ffbb5e5859274a0554c43de11;5dc5b37301292db8c32974c8fab0a506;25;picon://1_0_19_6EA9_4B1_1_C00000_0_0_0.png
4003;MDR Thüringen HD;ARD;HDTV;43b2ff6cebe741e02d440ad03fb7efb7;056d8672633492e047fc23ab27100fd2;25;picon://1_0_19_2872_425_1_C00000_0_0_0.png
4004;WDR HD Aachen;ARD;HDTV;4c96f14d4212c4ae254730a0a06db091;3e7af917292c9eb8cc03f11edf98f856;25;picon://1_0_19_6F80_457_1_C00000_0_0_0.png
4005;BR Nord HD;ARD;HDTV;52e66c2cbbd222ded5e4d237bf8a263b;11c722e157307e3e9a8c2f2bf0cc79b1;25;picon://1_0_19_2856_401_1_C00000_0_0_0.png
4006;NDR FS SH HD;ARD;HDTV;5443e65078cc204510305200fdf34c5b;046eefc4ae3ef61345b0f2a83c48a382;25;picon://1_0_19_285A_401_1_C00000_0_0_0.png
4007;WDR HD Düsseldorf;ARD;HDTV;6aad3289c94b8ca21969d58c76d8405e;8fdf9aecbfa783f46958f9381eee8c4b;25;picon://1_0_19_6EA8_4B1_1_C00000_0_0_0.png
4008;WDR HD Wuppertal;ARD;HDTV;6fbc89f93b53ebc322dc7df5f00b1fec;6a8af905056dc0a54bfeacd527f31a78;25;picon://1_0_19_6F81_457_1_C00000_0_0_0.png
4009;WDR HD Bielefeld;ARD;HDTV;9936471ae324c4c5cd73bf9ff55f828f;696df44690d3a1b6a278fe3e1b793523;25;picon://1_0_19_6EA6_4B1_1_C00000_0_0_0.png
4010;WDR HD Siegen;ARD;HDTV;9c97fe9ca1f448b17e6b6366bd44f94d;94ed3d14fafeb669b3b90c08989933a4;25;picon://1_0_19_6EAB_4B1_1_C00000_0_0_0.png
4011;WDR HD Duisburg;ARD;HDTV;b24bdbee7873eb4b5c1f8bac414f071f;45faba44843907b0d300bfa6bec916ea;25;picon://1_0_19_6F83_457_1_C00000_0_0_0.png
4012;WDR HD Münster;ARD;HDTV;bf97de99246448e083d3444dddeb502f;1b591535c96566482049b804f529b206;25;picon://1_0_19_6EAA_4B1_1_C00000_0_0_0.png
4013;MDR S-Anhalt HD;ARD;HDTV;c1e68e7b7c3706b9d16cef9f59303c5d;b054978fd1d28353fe22b8cfdf017f87;25;picon://1_0_19_2871_425_1_C00000_0_0_0.png
4014;WDR HD Bonn;ARD;HDTV;ce0a59bc12bc1a46667fa5f1ac751ec4;b46542775f8402ab9bcd44f3a0e25a28;25;picon://1_0_19_6F82_457_1_C00000_0_0_0.png
4015;SWR RP HD;ARD;HDTV;d51bb4f738e83f54f291b2a098980c61;e0ee58e80143205f86c13aa6fab5852f;25;picon://1_0_19_2840_3FB_1_C00000_0_0_0.png
4016;WDR HD Köln;ARD;HDTV;f0db5552262ea1b662cc07dee79c574f;db1dabc9039df0b00303e145909b863f;25;picon://1_0_19_6EA5_4B1_1_C00000_0_0_0.png
4017;NDR FS NDS HD;ARD;HDTV;f139d5b6fc0f68debe59216cef7b224b;42d2466b4c5f88ef1bf27ec3c7df4bec;25;picon://1_0_19_2857_401_1_C00000_0_0_0.png
4018;rbb Brandenburg HD;ARD;HDTV;fdf71cf2e3057fae9af7241ae56d9ca4;eee826963433a451771903fa076be8e1;25;picon://1_0_19_286E_425_1_C00000_0_0_0.png
4019;Bayerisches FS Nord;ARD;SDTV;00c6e2920eda9ed9c7e1d5e28dd1cfe5;cae5e6d427c4c2128054859f179dc678;1;picon://1_0_1_6DCE_44D_1_C00000_0_0_0.png
4020;WDR Duisburg;ARD;SDTV;0af7842ffef924eeb9c3a2afccabf912;dc2e48a9c3fa73187d6e78471d3a0b57;1;picon://1_0_1_6F79_457_1_C00000_0_0_0.png
4021;WDR Siegen;ARD;SDTV;0b48d2426f30bab739b4f3611ca50ca8;9faf1173bbf4c7fcfbb24d4efb65fe7b;1;picon://1_0_1_6E97_4B1_1_C00000_0_0_0.png
4022;SWR Fernsehen RP;ARD;SDTV;1783508390cd26975741c2e5086ced39;bdb5146f59b39a9cae799eb5ab157d48;1;picon://1_0_1_6E47_431_1_C00000_0_0_0.png
4023;WDR Bonn;ARD;SDTV;2a2952f81e226d5d7580f532baee0583;d982920b330ed11492cdac76ab37b2bf;1;picon://1_0_1_6F78_457_1_C00000_0_0_0.png
4024;WDR Essen;ARD;SDTV;3668328f20d8eef0cad42f68288e3ea1;1c833362dc0c0cd18dc0054b5da403be;1;picon://1_0_1_6E95_4B1_1_C00000_0_0_0.png
4025;rbb Brandenburg;ARD;SDTV;4f44df6bd095d07441c2e4c9d618a1dd;3dde9d512bfe7f5bf479e4d4d3b43c53;1;picon://1_0_1_6E2D_431_1_C00000_0_0_0.png
4026;SR Fernsehen;ARD;SDTV;53e76daa8e68d15ce49eef8b12d3ad06;145db1531addaec8a3e0a9c2d4595580;1;picon://1_0_1_6F46_445_1_C00000_0_0_0.png
4027;WDR Düsseldorf;ARD;SDTV;642384d8009f4513bfeb983bf5d4cd08;eeba6fd412678f2193a1882ca234af48;1;picon://1_0_1_6E94_4B1_1_C00000_0_0_0.png
4028;NDR FS SH;ARD;SDTV;6bce4af5a20c1a7bcff20930bb2feced;85ffbd569acd0a9cf6b36515cf3210ea;1;picon://1_0_1_6E43_431_1_C00000_0_0_0.png
4029;WDR Aachen;ARD;SDTV;707ffb5d0dc28d47af4ce44cd397f6f2;56bcd10a06d5b36a476ba50f72d44c9a;1;picon://1_0_1_6F76_457_1_C00000_0_0_0.png
4030;MDR Thüringen;ARD;SDTV;7eb3b67d0494c0013e92afa89795f055;e820febdff92f483e0e2ca6e382c795d;1;picon://1_0_1_6E46_431_1_C00000_0_0_0.png
4031;Radio Bremen TV;ARD;SDTV;80f285b031576d18c6e7c36569f02d87;7e096f8bbb2da7f20a4b9ef8750f3d20;1;picon://1_0_1_6EE1_4B1_1_C00000_0_0_0.png
4032;MDR S-Anhalt;ARD;SDTV;b0f2430bf7aa2df0940cad7106a7b379;0173da2488d8aefff3ba9564ff9482fc;1;picon://1_0_1_6E45_431_1_C00000_0_0_0.png
4033;NDR FS MV;ARD;SDTV;bb671202ddea43c357fadac004d8f1f0;c5c042390ec27c0ee8555a355c54e466;1;picon://1_0_1_6E40_431_1_C00000_0_0_0.png
4034;WDR Münster;ARD;SDTV;d3bd8b508c7a79f111a48679238824a5;ca875e41ff020880b7ccbebd97be11f2;1;picon://1_0_1_6E96_4B1_1_C00000_0_0_0.png
4035;WDR Bielefeld;ARD;SDTV;e1e2f0ad1097bdeca6468306505ad64f;abcf8dbecbebfc671005025fb53fae7e;1;picon://1_0_1_6E92_4B1_1_C00000_0_0_0.png
